StellarType,MassMstar/Msun,LuminosityLstar/Lsun,RadiusRstar/Rsun,TempK,Color IndexB-V,Abs MagMv,Bolo CorrBC(Temp),Bolo MagMbol,Star ColorRGB 0-255
WN2III,116.5,1260000.0,18.5,45600.0,-0.35,-6.2,-4.3,-10.5,148 169 255
WN2IV,105.7,872000.0,15.4,45600.0,-0.35,-5.8,-4.3,-10.1,146 169 255
WN2V,95.0,795000.0,14.7,45600.0,-0.35,-5.7,-4.3,-10.0,148 170 255
WN2VI,30.0,603000.0,12.8,45600.0,-0.35,-5.4,-4.3,-9.7,148 170 255
WN3Ia0,159.0,16800000.0,76.9,42800.0,-0.34,-9.2,-4.12,-13.32,151 172 255
WN3Ia,148.0,1850000.0,25.5,42800.0,-0.34,-6.8,-4.12,-10.92,151 172 255
WN3Ib,136.9,1400000.0,22.2,42800.0,-0.34,-6.5,-4.12,-10.62,151 172 255
WN3II,125.8,1210000.0,20.0,43400.0,-0.34,-6.3,-4.16,-10.46,149 173 255
WN3III,114.7,917000.0,17.5,43400.0,-0.34,-6.0,-4.16,-10.16,150 171 255
WN3IV,103.6,696000.0,15.2,43400.0,-0.34,-5.7,-4.16,-9.86,148 170 255
WN3V,92.5,634000.0,14.5,43400.0,-0.34,-5.6,-4.16,-9.76,151 172 255
WN3VI,23.0,481000.0,12.6,43400.0,-0.34,-5.3,-4.16,-9.46,151 172 255
WN4Ia0,158.7,13200000.0,76.4,40400.0,-0.33,-9.1,-3.95,-13.05,153 174 255
WN4Ia,147.3,1740000.0,27.7,40400.0,-0.33,-6.9,-3.95,-10.85,153 174 255
WN4Ib,135.8,1200000.0,23.1,40400.0,-0.33,-6.5,-3.95,-10.45,153 174 255
WN4II,124.4,960000.0,19.8,41200.0,-0.34,-6.2,-4.01,-10.21,151 175 255
WN4III,112.9,728000.0,17.3,41200.0,-0.34,-5.9,-4.01,-9.91,152 172 255
WN4IV,101.5,552000.0,15.0,41200.0,-0.34,-5.6,-4.01,-9.61,149 171 255
WN4V,90.0,504000.0,14.4,41200.0,-0.34,-5.5,-4.01,-9.51,153 174 255
WN4VI,20.0,382000.0,12.5,41200.0,-0.34,-5.2,-4.01,-9.21,153 174 255
WN5Ia0,158.4,10300000.0,76.2,38000.0,-0.33,-9.0,-3.78,-12.78,155 176 255
WN5Ia,142.0,1480000.0,29.0,38000.0,-0.33,-6.9,-3.78,-10.68,155 176 255
WN5Ib,125.6,1030000.0,24.1,38000.0,-0.33,-6.5,-3.78,-10.28,155 176 255
WN5II,109.2,759000.0,19.7,39000.0,-0.33,-6.1,-3.85,-9.95,153 177 255
WN5III,92.8,525000.0,16.4,39000.0,-0.33,-5.7,-3.85,-9.55,154 174 255
WN5IV,76.4,437000.0,14.9,39000.0,-0.33,-5.5,-3.85,-9.35,150 172 255
WN5V,60.0,398000.0,14.2,39000.0,-0.33,-5.4,-3.85,-9.25,155 176 255
WN5VI,17.5,302000.0,12.4,39000.0,-0.33,-5.1,-3.85,-8.95,155 176 255
WN6Ia0,136.7,7810000.0,76.6,35400.0,-0.32,-8.9,-3.58,-12.48,157 178 255
WN6Ia,120.1,1360000.0,31.9,35400.0,-0.32,-7.0,-3.58,-10.58,157 178 255
WN6Ib,103.5,781000.0,24.2,35400.0,-0.32,-6.4,-3.58,-9.98,157 178 255
WN6II,86.9,654000.0,20.5,36800.0,-0.32,-6.1,-3.69,-9.79,155 179 255
WN6III,70.2,376000.0,15.6,36800.0,-0.32,-5.5,-3.69,-9.19,156 175 255
WN6IV,53.6,313000.0,14.2,36800.0,-0.32,-5.3,-3.69,-8.99,151 174 255
WN6V,37.0,260000.0,12.9,36800.0,-0.32,-5.1,-3.69,-8.79,162 184 255
WN6VI,14.2,180000.0,10.8,36800.0,-0.32,-4.7,-3.69,-8.39,162 184 255
WN7Ia0,115.1,5880000.0,77.4,32800.0,-0.31,-8.8,-3.37,-12.17,160 181 255
WN7Ia,100.9,1120000.0,33.8,32800.0,-0.31,-7.0,-3.37,-10.37,160 181 255
WN7Ib,86.7,588000.0,24.5,32800.0,-0.31,-6.3,-3.37,-9.67,160 181 255
WN7II,72.5,510000.0,20.5,34600.0,-0.32,-6.0,-3.52,-9.52,156 181 255
WN7III,58.4,294000.0,15.5,34600.0,-0.32,-5.4,-3.52,-8.92,158 177 255
WN7IV,44.2,223000.0,13.5,34600.0,-0.32,-5.1,-3.52,-8.62,152 175 255
WN7V,30.0,154000.0,11.3,34600.0,-0.32,-4.7,-3.52,-8.22,157 177 255
WN7VI,10.9,107000.0,9.36,34600.0,-0.32,-4.3,-3.52,-7.82,157 177 255
WN8Ia0,93.4,4370000.0,78.7,30200.0,-0.3,-8.7,-3.15,-11.85,162 183 255
WN8Ia,81.7,913000.0,36.0,30200.0,-0.3,-7.0,-3.15,-10.15,162 183 255
WN8Ib,69.9,437000.0,24.9,30200.0,-0.3,-6.2,-3.15,-9.35,162 183 255
WN8II,58.2,360000.0,19.6,32400.0,-0.31,-5.8,-3.34,-9.14,158 183 255
WN8III,46.5,207000.0,14.9,32400.0,-0.31,-5.2,-3.34,-8.54,157 178 255
WN8IV,34.7,157000.0,13.0,32400.0,-0.31,-4.9,-3.34,-8.24,153 176 255
WN8V,23.0,99100.0,10.3,32400.0,-0.31,-4.4,-3.34,-7.74,157 177 255
WN8VI,7.6,57000.0,7.81,32400.0,-0.31,-3.8,-3.34,-7.14,157 177 255
WN9Ia0,71.8,3190000.0,80.5,27600.0,-0.29,-8.6,-2.91,-11.51,164 185 255
WN9Ia,63.1,731000.0,38.5,27600.0,-0.29,-7.0,-2.91,-9.91,164 185 255
WN9Ib,54.5,319000.0,25.5,27600.0,-0.29,-6.1,-2.91,-9.01,164 185 255
WN9II,45.9,276000.0,19.8,30200.0,-0.3,-5.7,-3.15,-8.85,160 186 255
WN9III,37.3,159000.0,15.0,30200.0,-0.3,-5.1,-3.15,-8.25,158 177 255
WN9IV,28.6,110000.0,12.5,30200.0,-0.3,-4.7,-3.15,-7.85,155 177 255
WN9V,20.0,57600.0,9.04,30200.0,-0.3,-4.0,-3.15,-7.15,154 178 255
WN9VI,6.7,33100.0,6.85,30200.0,-0.3,-3.4,-3.15,-6.55,154 178 255
R0Ia0,12.0,813000.0,1420.0,4669.0,1.03,-9.4,-0.62,-10.02,255 231 193
R0Ia,10.2,170000.0,649.0,4669.0,1.03,-7.7,-0.62,-8.32,255 231 193
R0Ib,8.3,9770.0,156.0,4669.0,1.03,-4.6,-0.62,-5.22,255 231 193
R0II,6.5,1290.0,56.5,4669.0,1.03,-2.4,-0.62,-3.02,255 237 209
R0III,4.6,89.1,14.9,4669.0,1.03,0.5,-0.62,-0.12,255 243 233
R0IV,2.8,6.2,2.76,5560.0,0.75,3.0,-0.23,2.77,255 245 238
R0V,0.9,0.982,1.1,5560.0,0.75,5.0,-0.23,4.77,255 241 229
R0VI,0.8,0.297,0.605,5560.0,0.75,6.3,-0.23,6.07,255 241 229
R1Ia0,12.4,871000.0,1540.0,4561.0,1.07,-9.4,-0.7,-10.1,255 228 187
R1Ia,10.5,166000.0,672.0,4561.0,1.07,-7.6,-0.7,-8.3,255 228 187
R1Ib,8.6,10500.0,169.0,4561.0,1.07,-4.6,-0.7,-5.3,255 228 187
R1II,6.7,1380.0,61.3,4561.0,1.07,-2.4,-0.7,-3.1,255 234 201
R1III,4.7,105.0,16.9,4561.0,1.07,0.4,-0.7,-0.3,255 239 222
R1IV,2.8,6.61,3.11,5331.0,0.82,3.0,-0.3,2.7,255 241 229
R1V,0.9,0.794,1.08,5331.0,0.82,5.3,-0.3,5.0,255 238 222
R1VI,0.7,0.219,0.565,5331.0,0.82,6.7,-0.3,6.4,255 238 222
R2Ia0,12.8,940000.0,1680.0,4453.0,1.11,-9.4,-0.78,-10.18,255 225 182
R2Ia,10.8,179000.0,733.0,4453.0,1.11,-7.6,-0.78,-8.38,255 225 182
R2Ib,8.8,12400.0,193.0,4453.0,1.11,-4.7,-0.78,-5.48,255 225 182
R2II,6.8,1490.0,66.8,4453.0,1.11,-2.4,-0.78,-3.18,255 230 192
R2III,4.8,136.0,20.2,4453.0,1.11,0.2,-0.78,-0.58,255 234 211
R2IV,2.8,7.17,3.53,5102.0,0.89,3.0,-0.39,2.61,255 238 221
R2V,0.8,0.654,1.07,5102.0,0.89,5.6,-0.39,5.21,255 235 216
R2VI,0.7,0.18,0.56,5102.0,0.89,7.0,-0.39,6.61,255 235 216
R3Ia0,13.3,932000.0,1750.0,4346.0,1.15,-9.3,-0.87,-10.17,255 222 176
R3Ia,11.2,178000.0,766.0,4346.0,1.15,-7.5,-0.87,-8.37,255 222 176
R3Ib,9.1,13500.0,211.0,4346.0,1.15,-4.7,-0.87,-5.57,255 222 176
R3II,7.0,1780.0,76.6,4346.0,1.15,-2.5,-0.87,-3.37,255 227 184
R3III,5.0,162.0,23.1,4346.0,1.15,0.1,-0.87,-0.77,255 230 199
R3IV,2.9,7.26,3.9,4873.0,0.97,3.1,-0.5,2.6,255 234 212
R3V,0.8,0.55,1.07,4873.0,0.97,5.9,-0.5,5.4,255 233 209
R3VI,0.6,0.152,0.563,4873.0,0.97,7.3,-0.5,6.8,255 233 209
R4Ia0,13.7,1020000.0,1930.0,4238.0,1.19,-9.3,-0.97,-10.27,255 219 171
R4Ia,11.5,195000.0,844.0,4238.0,1.19,-7.5,-0.97,-8.47,255 219 171
R4Ib,9.4,16200.0,243.0,4238.0,1.19,-4.8,-0.97,-5.77,255 219 171
R4II,7.2,1950.0,84.4,4238.0,1.19,-2.5,-0.97,-3.47,255 223 175
R4III,5.1,195.0,26.7,4238.0,1.19,0.0,-0.97,-0.97,255 225 188
R4IV,2.9,8.25,4.57,4644.0,1.04,3.1,-0.64,2.46,255 231 203
R4V,0.8,0.521,1.15,4644.0,1.04,6.1,-0.64,5.46,255 230 203
R4VI,0.6,0.119,0.55,4644.0,1.04,7.7,-0.64,7.06,255 230 203
R5Ia0,14.1,1130000.0,2140.0,4130.0,1.23,-9.3,-1.08,-10.38,255 216 165
R5Ia,11.9,197000.0,893.0,4130.0,1.23,-7.4,-1.08,-8.48,255 216 165
R5Ib,9.6,21600.0,296.0,4130.0,1.23,-5.0,-1.08,-6.08,255 216 165
R5II,7.4,2160.0,93.5,4130.0,1.23,-2.5,-1.08,-3.58,255 220 167
R5III,5.2,259.0,32.4,4130.0,1.23,-0.2,-1.08,-1.28,255 221 177
R5IV,2.9,9.67,5.47,4416.0,1.12,3.1,-0.81,2.29,255 227 194
R5V,0.7,0.463,1.2,4416.0,1.12,6.4,-0.81,5.59,255 227 196
R5VI,0.5,0.0881,0.523,4416.0,1.12,8.2,-0.81,7.39,255 227 196
R6Ia0,14.5,1260000.0,2390.0,4023.0,1.27,-9.3,-1.2,-10.5,255 213 160
R6Ia,12.2,220000.0,995.0,4023.0,1.27,-7.4,-1.2,-8.6,255 213 160
R6Ib,9.9,31800.0,378.0,4023.0,1.27,-5.3,-1.2,-6.5,255 213 160
R6II,7.6,2410.0,104.0,4023.0,1.27,-2.5,-1.2,-3.7,255 217 158
R6III,5.3,318.0,37.8,4023.0,1.27,-0.3,-1.2,-1.5,255 216 166
R6IV,3.0,11.7,6.71,4187.0,1.21,3.1,-1.02,2.08,255 224 186
R6V,0.7,0.426,1.28,4187.0,1.21,6.7,-1.02,5.68,255 219 182
R6VI,0.4,0.0676,0.509,4187.0,1.21,8.7,-1.02,7.68,255 219 182
R7Ia0,15.0,1430000.0,2680.0,3915.0,1.32,-9.3,-1.34,-10.64,255 210 154
R7Ia,12.6,227000.0,1070.0,3915.0,1.32,-7.3,-1.34,-8.64,255 210 154
R7Ib,10.2,39400.0,445.0,3915.0,1.32,-5.4,-1.34,-6.74,255 210 154
R7II,7.8,2990.0,122.0,3915.0,1.32,-2.6,-1.34,-3.94,255 213 150
R7III,5.4,394.0,44.5,3915.0,1.32,-0.4,-1.34,-1.74,255 212 154
R7IV,3.0,13.6,8.08,3958.0,1.3,3.2,-1.28,1.92,255 220 177
R7V,0.6,0.259,1.12,3958.0,1.3,7.5,-1.28,6.22,255 211 168
R7VI,0.4,0.045,0.465,3958.0,1.3,9.4,-1.28,8.12,255 211 168
R8Ia0,15.4,1640000.0,3030.0,3808.0,1.36,-9.3,-1.48,-10.78,255 207 149
R8Ia,12.9,259000.0,1210.0,3808.0,1.36,-7.3,-1.48,-8.78,255 207 149
R8Ib,10.4,45000.0,503.0,3808.0,1.36,-5.4,-1.48,-6.88,255 207 149
R8II,8.0,3420.0,138.0,3808.0,1.36,-2.6,-1.48,-4.08,255 210 141
R8III,5.5,541.0,55.1,3808.0,1.36,-0.6,-1.48,-2.08,255 207 143
R8IV,3.0,18.2,10.5,3729.0,1.39,3.2,-1.6,1.6,255 216 168
R8V,0.6,0.182,1.05,3729.0,1.39,8.2,-1.6,6.6,255 203 153
R8VI,0.3,0.038,0.482,3729.0,1.39,9.9,-1.6,8.3,255 203 153
R9Ia0,15.8,1900000.0,3460.0,3700.0,1.41,-9.3,-1.65,-10.95,255 204 143
R9Ia,13.3,274000.0,1310.0,3700.0,1.41,-7.2,-1.65,-8.85,255 204 143
R9Ib,10.7,57300.0,600.0,3700.0,1.41,-5.5,-1.65,-7.15,255 204 143
R9II,8.2,3960.0,158.0,3700.0,1.41,-2.6,-1.65,-4.25,255 207 133
R9III,5.6,689.0,65.8,3700.0,1.41,-0.7,-1.65,-2.35,255 203 132
R9IV,3.1,26.0,14.3,3500.0,1.49,3.2,-1.99,1.21,255 213 160
R9V,0.5,0.125,0.99,3500.0,1.49,9.0,-1.99,7.01,255 195 139
R9VI,0.2,0.0376,0.544,3500.0,1.49,10.3,-1.99,8.31,255 195 139
C0Ia0,12.0,813000.0,1420.0,4669.0,1.03,-9.4,-0.62,-10.02,255 231 193
C0Ia,10.2,170000.0,649.0,4669.0,1.03,-7.7,-0.62,-8.32,255 231 193
C0Ib,8.3,9770.0,156.0,4669.0,1.03,-4.6,-0.62,-5.22,255 231 193
C0II,6.5,1290.0,56.5,4669.0,1.03,-2.4,-0.62,-3.02,255 237 209
C0III,4.6,89.1,14.9,4669.0,1.03,0.5,-0.62,-0.12,255 243 233
C0IV,2.8,6.2,2.76,5560.0,0.75,3.0,-0.23,2.77,255 245 238
C0V,0.9,0.982,1.1,5560.0,0.75,5.0,-0.23,4.77,255 241 229
C0VI,0.8,0.297,0.605,5560.0,0.75,6.3,-0.23,6.07,255 241 229
C1Ia0,12.7,1100000.0,1880.0,4371.0,1.14,-9.5,-0.85,-10.35,255 222 172
C1Ia,10.8,191000.0,785.0,4371.0,1.14,-7.6,-0.85,-8.45,255 222 172
C1Ib,8.8,12000.0,197.0,4371.0,1.14,-4.6,-0.85,-5.45,255 222 172
C1II,6.8,1590.0,71.6,4371.0,1.14,-2.4,-0.85,-3.25,255 232 196
C1III,4.8,132.0,20.6,4371.0,1.14,0.3,-0.85,-0.55,255 242 224
C1IV,2.8,7.0,3.41,5164.0,0.87,3.0,-0.36,2.64,255 241 228
C1V,0.8,0.639,1.03,5164.0,0.87,5.6,-0.36,5.24,255 235 218
C1VI,0.7,0.176,0.54,5164.0,0.87,7.0,-0.36,6.64,255 235 218
C2Ia0,13.5,1310000.0,2370.0,4073.0,1.25,-9.4,-1.15,-10.55,255 214 150
C2Ia,11.4,228000.0,989.0,4073.0,1.25,-7.5,-1.15,-8.65,255 214 150
C2Ib,9.2,17300.0,272.0,4073.0,1.25,-4.7,-1.15,-5.85,255 214 150
C2II,7.1,2280.0,98.9,4073.0,1.25,-2.5,-1.15,-3.65,255 226 183
C2III,5.0,208.0,29.9,4073.0,1.25,0.1,-1.15,-1.05,255 241 215
C2IV,2.9,7.67,4.18,4769.0,1.0,3.1,-0.56,2.54,255 236 218
C2V,0.8,0.278,0.797,4769.0,1.0,6.7,-0.56,6.14,255 228 207
C2VI,0.7,0.133,0.551,4769.0,1.0,7.5,-0.56,6.94,255 228 207
C3Ia0,14.2,1710000.0,3150.0,3776.0,1.37,-9.3,-1.53,-10.83,255 206 129
C3Ia,12.0,297000.0,1310.0,3776.0,1.37,-7.4,-1.53,-8.93,255 206 129
C3Ib,9.7,24700.0,378.0,3776.0,1.37,-4.7,-1.53,-6.23,255 206 129
C3II,7.4,3570.0,144.0,3776.0,1.37,-2.6,-1.53,-4.13,255 221 170
C3III,5.2,357.0,45.5,3776.0,1.37,-0.1,-1.53,-1.63,255 240 207
C3IV,2.9,10.0,5.68,4373.0,1.14,3.1,-0.85,2.25,255 232 209
C3V,0.7,0.12,0.623,4373.0,1.14,7.9,-0.85,7.05,255 222 196
C3VI,0.6,0.0912,0.542,4373.0,1.14,8.2,-0.85,7.35,255 222 196
C4Ia0,15.0,2710000.0,4670.0,3478.0,1.5,-9.3,-2.03,-11.33,255 198 107
C4Ia,12.6,429000.0,1860.0,3478.0,1.5,-7.3,-2.03,-9.33,255 198 107
C4Ib,10.2,42900.0,588.0,3478.0,1.5,-4.8,-2.03,-6.83,255 198 107
C4II,7.8,6200.0,223.0,3478.0,1.5,-2.7,-2.03,-4.73,255 216 157
C4III,5.4,680.0,74.0,3478.0,1.5,-0.3,-2.03,-2.33,255 239 198
C4IV,3.0,14.6,8.28,3978.0,1.29,3.1,-1.26,1.84,255 227 199
C4V,0.6,0.0636,0.547,3978.0,1.29,9.0,-1.26,7.74,255 215 185
C4VI,0.5,0.0636,0.547,3978.0,1.29,9.0,-1.26,7.74,255 215 185
C5Ia0,15.7,4940000.0,7550.0,3180.0,1.65,-9.3,-2.68,-11.98,255 190 086
C5Ia,13.2,783000.0,3000.0,3180.0,1.65,-7.3,-2.68,-9.98,255 190 086
C5Ib,10.6,94100.0,1040.0,3180.0,1.65,-5.0,-2.68,-7.68,255 190 086
C5II,8.1,11300.0,361.0,3180.0,1.65,-2.7,-2.68,-5.38,255 211 143
C5III,5.5,1490.0,131.0,3180.0,1.65,-0.5,-2.68,-3.18,255 237 189
C5IV,3.0,22.7,12.8,3582.0,1.46,3.2,-1.84,1.36,255 223 189
C5V,0.5,0.0052,0.193,3582.0,1.46,12.3,-1.84,10.46,255 209 174
C5VI,0.4,0.0328,0.485,3582.0,1.46,10.3,-1.84,8.46,255 209 174
C6Ia0,14.8,10900000.0,13600.0,2883.0,1.8,-9.3,-3.54,-12.84,255 182 064
C6Ia,12.4,1570000.0,5180.0,2883.0,1.8,-7.2,-3.54,-10.74,255 182 064
C6Ib,10.0,273000.0,2160.0,2883.0,1.8,-5.3,-3.54,-8.84,255 182 064
C6II,7.6,27300.0,683.0,2883.0,1.8,-2.8,-3.54,-6.34,255 205 130
C6III,5.2,3950.0,260.0,2883.0,1.8,-0.7,-3.54,-4.24,255 236 180
C6IV,2.8,48.6,23.6,3187.0,1.64,3.2,-2.67,0.53,255 218 179
C6V,0.4,0.00134,0.124,3187.0,1.64,14.6,-2.67,11.93,255 206 158
C6VI,0.3,0.00307,0.187,3187.0,1.64,13.7,-2.67,11.03,255 206 158
C7Ia0,13.9,28500000.0,27400.0,2585.0,1.98,-9.2,-4.69,-13.89,255 173 043
C7Ia,11.6,4120000.0,10400.0,2585.0,1.98,-7.1,-4.69,-11.79,255 173 043
C7Ib,9.3,861000.0,4770.0,2585.0,1.98,-5.4,-4.69,-10.09,255 173 043
C7II,7.1,86100.0,1510.0,2585.0,1.98,-2.9,-4.69,-7.59,255 200 117
C7III,4.8,9440.0,499.0,2585.0,1.98,-0.5,-4.69,-5.19,255 235 172
C7IV,2.5,146.0,53.3,2791.0,1.86,3.2,-3.86,-0.66,255 214 170
C7V,0.3,0.00053,0.101,2791.0,1.86,16.8,-3.86,12.94,255 204 141
C7VI,0.3,0.00053,0.101,2791.0,1.86,16.8,-3.86,12.94,255 204 141
C8Ia0,12.9,108000000.0,68200.0,2288.0,2.17,-9.1,-6.23,-15.33,255 165 021
C8Ia,10.8,15600000.0,25900.0,2288.0,2.17,-7.0,-6.23,-13.23,255 165 021
C8Ib,8.7,3260000.0,11800.0,2288.0,2.17,-5.3,-6.23,-11.53,255 165 021
C8II,6.6,358000.0,3920.0,2288.0,2.17,-2.9,-6.23,-9.13,255 195 104
C8III,4.4,29700.0,1130.0,2288.0,2.17,-0.2,-6.23,-6.43,255 234 163
C8IV,2.3,670.0,155.0,2396.0,2.1,3.3,-5.61,-2.31,255 209 160
C8V,0.2,0.000968,0.186,2396.0,2.1,17.9,-5.61,12.29,255 201 125
C8VI,0.2,0.00067,0.155,2396.0,2.1,18.3,-5.61,12.69,255 201 125
C9Ia0,12.0,711000000.0,231000.0,1990.0,2.4,-9.0,-8.38,-17.38,255 157 000
C9Ia,10.0,103000000.0,87900.0,1990.0,2.4,-6.9,-8.38,-15.28,255 157 000
C9Ib,8.0,21500000.0,40200.0,1990.0,2.4,-5.2,-8.38,-13.58,255 157 000
C9II,6.0,2830000.0,14600.0,1990.0,2.4,-3.0,-8.38,-11.38,255 190 091
C9III,4.1,179000.0,3670.0,1990.0,2.4,0.0,-8.38,-8.38,255 233 154
C9IV,2.1,7910.0,764.0,2000.0,2.39,3.3,-8.3,-5.0,255 205 150
C9V,0.1,0.00415,0.553,2000.0,2.39,19.0,-8.3,10.7,255 198 108
C9VI,0.1,0.00415,0.553,2000.0,2.39,19.0,-8.3,10.7,255 198 108
S0Ia0,15.8,1900000.0,3460.0,3700.0,1.41,-9.3,-1.65,-10.95,255 204 143
S0Ia,13.3,274000.0,1310.0,3700.0,1.41,-7.2,-1.65,-8.85,255 204 143
S0Ib,10.7,57300.0,600.0,3700.0,1.41,-5.5,-1.65,-7.15,255 204 143
S0II,8.2,3960.0,158.0,3700.0,1.41,-2.6,-1.65,-4.25,255 207 133
S0III,5.6,689.0,65.8,3700.0,1.41,-0.7,-1.65,-2.35,255 203 132
S0IV,3.1,26.0,14.3,3500.0,1.49,3.2,-1.99,1.21,255 213 160
S0V,0.5,0.125,0.99,3500.0,1.49,9.0,-1.99,7.01,255 195 139
S0VI,0.2,0.0376,0.544,3500.0,1.49,10.3,-1.99,8.31,255 195 139
S1Ia0,15.1,2560000.0,4460.0,3510.0,1.49,-9.3,-1.97,-11.27,255 202 138
S1Ia,12.7,337000.0,1620.0,3510.0,1.49,-7.1,-1.97,-9.07,255 202 138
S1Ib,10.2,77300.0,775.0,3510.0,1.49,-5.5,-1.97,-7.47,255 202 138
S1II,7.8,5860.0,213.0,3510.0,1.49,-2.7,-1.97,-4.67,255 205 128
S1III,5.3,929.0,85.0,3510.0,1.49,-0.7,-1.97,-2.67,255 200 121
S1IV,2.9,35.5,18.4,3333.0,1.57,3.2,-2.33,0.87,255 212 159
S1V,0.5,0.0618,0.768,3333.0,1.57,10.1,-2.33,7.77,255 204 142
S1VI,0.2,0.0186,0.422,3333.0,1.57,11.4,-2.33,9.07,255 204 142
S2Ia0,14.5,3650000.0,5950.0,3320.0,1.58,-9.3,-2.36,-11.66,255 193 104
S2Ia,12.1,481000.0,2160.0,3320.0,1.58,-7.1,-2.36,-9.46,255 193 104
S2Ib,9.8,110000.0,1030.0,3320.0,1.58,-5.5,-2.36,-7.86,255 193 104
S2II,7.4,8360.0,285.0,3320.0,1.58,-2.7,-2.36,-5.06,255 203 124
S2III,5.1,1210.0,108.0,3320.0,1.58,-0.6,-2.36,-2.96,255 198 118
S2IV,2.7,50.9,24.4,3167.0,1.65,3.2,-2.72,0.48,255 211 157
S2V,0.4,0.0321,0.614,3167.0,1.65,11.2,-2.72,8.48,255 196 131
S2VI,0.2,0.00885,0.322,3167.0,1.65,12.6,-2.72,9.88,255 196 131
S3Ia0,13.8,5070000.0,7890.0,3130.0,1.67,-9.2,-2.81,-12.01,255 192 118
S3Ia,11.6,733000.0,3000.0,3130.0,1.67,-7.1,-2.81,-9.91,255 192 118
S3Ib,9.3,168000.0,1440.0,3130.0,1.67,-5.5,-2.81,-8.31,255 192 118
S3II,7.1,14000.0,414.0,3130.0,1.67,-2.8,-2.81,-5.61,255 201 119
S3III,4.8,1840.0,150.0,3130.0,1.67,-0.6,-2.81,-3.41,255 200 119
S3IV,2.6,77.6,33.6,3000.0,1.74,3.2,-3.18,0.02,255 210 156
S3V,0.3,0.0178,0.509,3000.0,1.74,12.3,-3.18,9.12,255 206 129
S3VI,0.2,0.0049,0.267,3000.0,1.74,13.7,-3.18,10.52,255 206 129
S4Ia0,13.2,8380000.0,11500.0,2940.0,1.77,-9.2,-3.36,-12.56,255 185 104
S4Ia,11.0,1100000.0,4180.0,2940.0,1.77,-7.0,-3.36,-10.36,255 185 104
S4Ib,8.9,277000.0,2090.0,2940.0,1.77,-5.5,-3.36,-8.86,255 185 104
S4II,6.7,23100.0,604.0,2940.0,1.77,-2.8,-3.36,-6.16,255 199 114
S4III,4.6,2770.0,209.0,2940.0,1.77,-0.5,-3.36,-3.86,255 206 127
S4IV,2.4,127.0,48.3,2833.0,1.83,3.2,-3.71,-0.51,255 209 155
S4V,0.3,0.0106,0.44,2833.0,1.83,13.4,-3.71,9.69,255 201 127
S4VI,0.1,0.00266,0.221,2833.0,1.83,14.9,-3.71,11.19,255 201 127
S5Ia0,12.5,15300000.0,17800.0,2750.0,1.88,-9.2,-4.01,-13.21,255 178 078
S5Ia,10.5,2020000.0,6450.0,2750.0,1.88,-7.0,-4.01,-11.01,255 178 078
S5Ib,8.4,507000.0,3230.0,2750.0,1.88,-5.5,-4.01,-9.51,255 178 078
S5II,6.4,46200.0,976.0,2750.0,1.88,-2.9,-4.01,-6.91,255 197 110
S5III,4.3,5070.0,323.0,2750.0,1.88,-0.5,-4.01,-4.51,255 197 124
S5IV,2.3,207.0,69.4,2667.0,1.93,3.3,-4.34,-1.04,255 209 154
S5V,0.2,0.00624,0.381,2667.0,1.93,14.6,-4.34,10.26,255 204 111
S5VI,0.1,0.00172,0.2,2667.0,1.93,16.0,-4.34,11.66,255 204 111
S6Ia0,12.4,28800000.0,28100.0,2560.0,2.0,-9.1,-4.8,-13.9,255 171 052
S6Ia,10.3,4170000.0,10700.0,2560.0,2.0,-7.0,-4.8,-11.8,255 171 052
S6Ib,8.3,955000.0,5120.0,2560.0,2.0,-5.4,-4.8,-10.2,255 171 052
S6II,6.3,95500.0,1620.0,2560.0,2.0,-2.9,-4.8,-7.7,255 195 105
S6III,4.2,9550.0,512.0,2560.0,2.0,-0.4,-4.8,-5.2,255 178 121
S6IV,2.2,410.0,111.0,2500.0,2.03,3.3,-5.08,-1.78,255 208 153
S6V,0.2,0.0045,0.368,2500.0,2.03,15.7,-5.08,10.62,255 195 112
S6VI,0.1,0.00163,0.222,2500.0,2.03,16.8,-5.08,11.72,255 195 112
S7Ia0,12.3,69600000.0,51000.0,2370.0,2.12,-9.1,-5.76,-14.86,255 164 026
S7Ia,10.2,9180000.0,18500.0,2370.0,2.12,-6.9,-5.76,-12.66,255 164 026
S7Ib,8.2,2100000.0,8870.0,2370.0,2.12,-5.3,-5.76,-11.06,255 164 026
S7II,6.2,253000.0,3070.0,2370.0,2.12,-3.0,-5.76,-8.76,255 193 100
S7III,4.2,21000.0,887.0,2370.0,2.12,-0.3,-5.76,-6.06,255 165 097
S7IV,2.1,926.0,192.0,2333.0,2.14,3.3,-5.97,-2.67,255 207 152
S7V,0.1,0.00369,0.383,2333.0,2.14,16.8,-5.97,10.83,255 197 111
S7VI,0.1,0.00194,0.278,2333.0,2.14,17.5,-5.97,11.53,255 197 111
S8Ia0,12.1,205000000.0,103000.0,2180.0,2.25,-9.1,-6.93,-16.03,255 157 000
S8Ia,10.1,27000000.0,37600.0,2180.0,2.25,-6.9,-6.93,-13.83,255 157 000
S8Ib,8.1,5150000.0,16400.0,2180.0,2.25,-5.1,-6.93,-12.03,255 157 000
S8II,6.1,744000.0,6230.0,2180.0,2.25,-3.0,-6.93,-9.93,255 192 096
